title,score_phrase,score,genre,editors_choice
I Spy: Fun House,Mediocre,5.0,Action,N
Hot Wheels: Beat That!,Awful,3.5,Racing,N
Project Gotham Racing 4,Great,8.1,Racing,N
Diner Dash 2,Great,8.0,Action,Y
Balls of Fury,Okay,6.5,Sports,N
Enemy Territory: Quake Wars,Great,8.5,Shooter,Y
Chibi-Robo: Park Patrol,Good,7.8,Action,N
The Sims Bowling,Good,7.0,Sports,N
FlatOut: Ultimate Carnage,Great,8.5,Racing,Y
Anubis II,Painful,2.0,Adventure,N
Star Wars Battlefront: Renegade Squadron,Good,7.9,Shooter,N
Line Rider Mobile,Great,8.2,Puzzle,Y
.hack//G.U. Vol.3: Redemption,Mediocre,5.5,RPG,N
The Chosen-- Well of Souls,Bad,4.5,"Action, RPG",N
.hack//G.U. Vol. 1: Rebirth,Mediocre,5.0,RPG,N
.hack//G.U. Vol. 2: Reminisce,Mediocre,5.5,RPG,N
Go! Sports Ski,Painful,2.1,Sports,N
Thrillville: Off the Rails,Bad,4.5,Simulation,N
Tony Hawk's Proving Ground,Good,7.1,Sports,N
Nancy Drew: Legend of the Crystal Skull,Good,7.5,Adventure,N
Mercury Meltdown Revolution,Good,7.5,"Puzzle, Action",N
Everyday Shooter,Good,7.9,Shooter,N
Crash of the Titans,Great,8.0,Action,N
FIFA Soccer 08,Good,7.9,Sports,N
Ninja Gaiden II: The Dark Sword of Chaos,Great,8.5,Action,Y
Heroes of Might and Magic V: Tribes of The East,Good,7.9,Strategy,N
The Legend of Spyro: The Eternal Night,Mediocre,5.5,Platformer,N
Dewy's Adventure,Okay,6.8,"Action, Adventure",N
Animates,Painful,2.0,Action,N
Petz,Great,8.5,Simulation,Y
Looney Tunes: Duck Amuck,Okay,6.0,Action,N
World Heroes,Okay,6.0,Fighting,N
Team Fortress 2,Great,8.9,Shooter,Y
Yu-Gi-Oh! GX Tag Force 2,Okay,6.0,Strategy,N
SEGA Rally Revo,Great,8.0,Racing,N
Loki: Heroes of Mythology,Okay,6.0,"Action, RPG",N
Shinobi III: Return of the Ninja Master,Great,8.0,Action,N
Math Play,Awful,3.0,"Educational, Puzzle",N
Garfield's Nightmare,Good,7.0,Action,N
World Series of Poker 2008: Battle for the Bracelets,Good,7.9,Card,N
Every Extend Extra Extreme,Great,8.5,Shooter,Y
Donkey Kong Barrel Blast,Bad,4.5,"Racing, Action",N
American Popstar: Road to Celebrity,Amazing,9.0,Simulation,Y
Flash Focus: Vision Training in Minutes a Day,Mediocre,5.5,Educational,N
Neverwinter Nights 2: Mask of the Betrayer,Great,8.5,RPG,Y
The Orange Box,Amazing,9.5,"Compilation, Compilation",Y
Half-Life 2: Episode Two,Amazing,9.4,Shooter,Y
Portal,Great,8.2,Shooter,N
Professional Fisherman's Tour: Northern Hemisphere,Bad,4.5,Hunting,N
Holly Hobbie & Friends,Bad,4.0,Party,N
Omega Squadron: Annihilation 3D,Good,7.7,Shooter,N
Tarr Chronicles,Good,7.0,Simulation,N
Turbo Jet Ski 3D,Great,8.0,Sports,N
7 Wonders of the Ancient World,Okay,6.5,Puzzle,N
Nancy Drew: The Deadly Secret of Olde World Park,Good,7.0,Adventure,N
Original Frisbee Disc Sports: Ultimate & Golf,Painful,2.0,Sports,N
Animal Genius,Okay,6.5,"Educational, Simulation",N
The Eye of Judgment,Great,8.0,"Card, Battle",N
Neutopia II,Good,7.5,"Action, RPG",N
Heroes: The Mobile Game,Great,8.0,Action,Y
Beautiful Katamari,Good,7.8,Action,N
Mega Man ZX Advent,Great,8.0,Platformer,N
Cabela's Trophy Bucks,Mediocre,5.3,Hunting,N
Fishing Master,Mediocre,5.5,Hunting,N
Agatha Christie: Evil Under the Sun,Okay,6.0,Adventure,N
Microsoft Flight Simulator X: Acceleration,Great,8.2,"Flight, Simulation",N
Zack & Wiki: Quest for Barbaros' Treasure,Amazing,9.0,Adventure,Y
Ninja JaJaMaru-kun,Mediocre,5.0,Action,N
Prism: Light the Way,Good,7.0,"Puzzle, Adventure",N
Flipper Critters,Okay,6.5,Pinball,N
Betty Boop Double Shift,Bad,4.5,Action,N
Puppy Luv: Spa and Resort,Good,7.0,Simulation,N
Bonk 3: Bonk's Big Adventure,Good,7.5,Platformer,N
Soul Nomad & The World Eaters,Good,7.5,Strategy,N
The Witcher,Great,8.5,RPG,Y
Manhunt 2,Good,7.5,Action,N
CSI: Crime Scene Investigation: Hard Evidence,Okay,6.1,Adventure,N
Master Jin Jin's IQ Challenge,Painful,2.0,Educational,N
Crayola Treasure Adventures,Great,8.0,Adventure,N
Naruto: Clash of Ninja Revolution,Great,8.4,Fighting,Y
Super PickUps,Bad,4.5,Racing,N
Ace Combat 6 (Game & ACE-EDGE Flightstick),Great,8.4,"Flight, Action",Y
Ace Combat 6: Fires of Liberation,Great,8.4,"Flight, Action",N
World Class Baseball,Mediocre,5.5,Sports,N
Race Driver: Create & Race,Great,8.2,Racing,N
The Sims 2: Castaway,Good,7.5,Simulation,N
Lunar Pool,Okay,6.0,Sports,N
Castlevania: The Dracula X Chronicles,Great,8.0,Action,N
Super Collapse 3,Good,7.5,Puzzle,N
Naruto: Rise of a Ninja,Great,8.4,Adventure,Y
Guitar Hero III: Legends of Rock,Great,8.9,Music,Y
Bratz: Movie Starz,Awful,3.8,Adventure,N
Clive Barker's Jericho (Special Edition),Mediocre,5.6,Shooter,N
The Cheetah Girls: Pop Star Sensations,Bad,4.5,Action,N
Speedball 2: Brutal Deluxe,Mediocre,5.8,"Sports, Action",N
SWAT: Target Liberty,Bad,4.5,Shooter,N
Fury League,Okay,6.5,"Action, RPG",N
Ratchet & Clank Future: Tools of Destruction,Amazing,9.4,Action,Y
Operation: Vietnam,Mediocre,5.5,Action,N
Age of Empires III: The Asian Dynasties,Great,8.0,Strategy,N
Conan,Okay,6.7,Action,N
Kurupoto Cool Cool Stars,Mediocre,5.5,Action,N
Paws & Claws: Best Friends -- Dogs & Cats,Mediocre,5.0,Virtual Pet,N
Clive Barker's Jericho,Mediocre,5.6,Shooter,N
Growlanser: Heritage of War,Okay,6.0,RPG,N
EA Playground,Good,7.0,Party,N
Touch Detective 2 1/2,Okay,6.8,Adventure,N
Bleach: Shattered Blade,Okay,6.3,Fighting,N
Phoenix Wright: Ace Attorney: Trials and Tribulations,Good,7.7,Adventure,N
Battlestar Galactica,Okay,6.9,Action,N
The Wild West,Awful,3.5,Action,N
Cosmic Family,Mediocre,5.0,"Educational, Action",N
Bee Movie Game,Okay,6.9,Action,N
Smart Girl's Playhouse,Good,7.0,Party,N
Metal Marines,Good,7.5,Strategy,N
WWE SmackDown vs. Raw 2008,Good,7.5,Wrestling,N
"Ed, Edd 'n Eddy: Scam of the Century",Bad,4.0,Action,N
Escape from Paradise City,Okay,6.0,Strategy,N
Looney Tunes: Acme Arsenal,Mediocre,5.2,"Action, Adventure",N
SOCOM: U.S. Navy SEALs Tactical Strike,Good,7.0,"Action, Simulation",N
Super Action Hero,Good,7.5,Action,N
Castlevania II: Simon's Quest,Good,7.0,"Action, Adventure",N
Dementium: The Ward,Great,8.0,Shooter,N
Front Mission,Good,7.8,Strategy,N
Battalion Wars 2,Great,8.0,Action,N
Disney Princess: Magical Jewels,Okay,6.0,Adventure,N
Avatar: The Last Airbender -- The Burning Earth,Okay,6.5,Action,N
TimeShift,Good,7.6,Shooter,N
Magician Lord,Okay,6.5,Action,N
Disgaea: Afternoon of Darkness,Amazing,9.0,"Strategy, RPG",Y
Buzz! The Mega Quiz,Great,8.0,Trivia,N
You Are Empty,Painful,2.1,Shooter,N
Virtua Fighter 5 Online,Amazing,9.0,Fighting,Y
Viva Piñata: Party Animals,Mediocre,5.6,Party,N
Petz: Wild Animals -- Dolphinz,Good,7.5,Virtual Pet,N
Solitaire Overload,Good,7.8,Card,N
Samurai Ghost,Painful,2.5,Action,N
The Simpsons Game,Good,7.7,Action,N
"Scene It? Lights, Camera, Action",Good,7.0,Trivia,N
Buzz! Junior: Jungle Party,Good,7.0,Party,N
SpongeBob's Atlantis SquarePantis,Okay,6.0,Action,N
Mario & Sonic at the Olympic Games,Good,7.9,"Sports, Compilation",N
Power Rangers: Super Legends,Bad,4.0,Action,N
Dragon Quest Monsters: Joker,Good,7.9,RPG,N
F.E.A.R. Perseus Mandate,Mediocre,5.9,Shooter,N
The Bee Game,Okay,6.0,Platformer,N
Hellgate: London,Okay,6.8,"Action, RPG",N
High School Musical: Sing It! (Game & Microphone),Okay,6.6,Music,N
Call of Duty 4: Modern Warfare,Amazing,9.4,Shooter,Y
Assassin's Creed,Great,8.0,Action,Y
High School Musical: Sing It! (Game Only Edition),Okay,6.5,Music,N
Need for Speed ProStreet,Good,7.0,Racing,N
Fire Emblem: Radiant Dawn,Great,8.0,"Strategy, RPG",N
Mutant Storm Empire,Good,7.7,Action,N
Medal of Honor Heroes 2,Great,8.4,Shooter,Y
Switchball,Great,8.4,Puzzle,N
Bladestorm: The Hundred Years' War,Okay,6.5,Strategy,N
Gate of Thunder,Great,8.5,Shooter,Y
Art of Fighting,Bad,4.5,Fighting,N
Word Puzzle,Mediocre,5.5,Puzzle,N
RACE 07,Great,8.5,Racing,Y
Neves,Good,7.5,Puzzle,N
Power Golf,Awful,3.0,Sports,N
Kane & Lynch: Dead Men,Good,7.0,Action,N
Aqua Teen Hunger Force Zombie Ninja Pro-Am,Mediocre,5.0,"Racing, Action",N
Hannah Montana: Music Jam,Okay,6.8,Music,N
Mah Jong Quest,Good,7.5,Puzzle,N
Super Mario Galaxy,Amazing,9.7,Platformer,Y
Uncharted: Drake's Fortune,Amazing,9.1,"Action, Adventure",Y
Prey Mobile,Great,8.9,Shooter,Y
Silent Hill Origins,Great,8.0,Adventure,N
Crysis,Amazing,9.4,Shooter,Y
LEGO Star Wars: The Complete Saga,Great,8.0,"Action, Compilation",N
Imagine: Babyz,Awful,3.5,Action,N
Super Mario Bros. 3,Amazing,9.5,Platformer,Y
OMG 26 -- Our Mini Games,Mediocre,5.0,"Action, Compilation",N
Fish Tycoon,Bad,4.0,Virtual Pet,N
F.E.A.R. Files,Okay,6.7,Shooter,N
Fullmetal Alchemist: Trading Card Game,Mediocre,5.5,"Card, Battle",N
Imagine: Master Chef,Good,7.0,Action,N
Supreme Commander: Forged Alliance,Great,8.6,Strategy,Y
Spanish for Everyone,Painful,2.0,"Educational, Productivity",N
Zoo Hospital,Mediocre,5.5,Virtual Pet,N
Call of Duty: Modern Warfare Mobile,Good,7.5,Action,N
Hooked! Real Motion Fishing,Painful,2.7,Hunting,N
Nicktoons: Attack of the Toybots,Good,7.0,Action,N
Sam & Max: Season Two -- Episode #1: Ice Station Santa,Great,8.0,Adventure,N
Undertow,Great,8.7,Shooter,Y
College Hoops 2K8,Great,8.0,Sports,N
Panzer Tactics DS,Okay,6.0,Strategy,N
Contra 4,Great,8.0,Action,Y
Mass Effect (Limited Collector's Edition),Amazing,9.4,RPG,Y
High Velocity Bowling (PSN Edition),Good,7.5,Sports,N
Sonic Rivals 2,Okay,6.5,"Racing, Action",N
Ben 10: Protector of Earth,Okay,6.8,Action,N
Empire Earth III,Mediocre,5.4,Strategy,N
Trauma Center: New Blood,Great,8.5,Simulation,Y
Rock Band (Special Edition),Amazing,9.4,Music,Y
Aliens vs. Predator: Requiem,Mediocre,5.5,Action,N
Time Crisis 4,Great,8.0,Shooter,N
Cabela's Big Game Hunter,Mediocre,5.7,Hunting,N
Golden Axe III,Mediocre,5.0,Action,N
Foster's Home for Imaginary Friends: Imagination Invaders,Bad,4.0,Action,N
American Gangster: The Mobile Game,Okay,6.5,Action,N
Blue's Journey,Okay,6.0,Platformer,N
Final Fantasy XII: Revenant Wings,Great,8.3,"Strategy, RPG",Y
Mario Party DS,Good,7.0,Party,N
Crazy Penguin Catapult,Great,8.5,Action,Y
Screwjumper!,Bad,4.0,Action,N
The Suite Life of Zack & Cody: Circle of Spies,Okay,6.5,"Action, Adventure",N
Beowulf: The Game,Bad,4.0,Action,N
Rock Band (Game Only Edition),Amazing,9.4,Music,Y
LifeSigns: Surgical Unit,Mediocre,5.5,Adventure,N
BlackSite: Area 51,Okay,6.5,Shooter,N
Soldier of Fortune: Payback,Okay,6.1,Shooter,N
Shrek-N-Roll,Mediocre,5.5,Puzzle,N
"Warhammer 40,000: Squad Command",Mediocre,5.4,Strategy,N
Unreal Tournament III,Amazing,9.0,Shooter,Y
flOw Expansion Pack,Okay,6.5,Action,N
America's Army: True Soldiers,Awful,3.7,Shooter,N
Cabela's Big Game Hunter: Trophy Bucks,Bad,4.8,Hunting,N
Link's Crossbow Training,Good,7.0,Shooter,N
John Woo Presents Stranglehold (Collector's Edition),Great,8.1,"Action, Adventure",N
SimCity Societies,Mediocre,5.8,Simulation,N
Napoleon Dynamite: The Game,Good,7.0,Action,N
Smarty Pants,Good,7.0,Trivia,N
Rayman Raving Rabbids 2,Okay,6.3,Party,N
Showtime Championship Boxing,Awful,3.5,Sports,N
Victorious Boxers: Revolution,Bad,4.5,Sports,N
Volleyball,Awful,3.0,Sports,N
WWE SmackDown vs. Raw 2008 (Special Edition),Good,7.5,Wrestling,N
El Tigre: The Adventures of Manny Rivera,Bad,4.5,Action,N
Arctic Tale,Awful,3.5,Adventure,N
"Bulldozer, Inc.",Great,8.0,Action,N
Ghost Squad,Good,7.5,Shooter,N
Tabula Rasa,Good,7.5,RPG,N
Imagine: Animal Doctor,Okay,6.5,Simulation,N
Axelay,Good,7.5,Shooter,N
WordJong,Good,7.5,Puzzle,N
Namco Museum Remix,Mediocre,5.0,"Action, Compilation",N
Fire Pro Wrestling Returns,Good,7.0,Wrestling,N
Ultimate Mortal Kombat,Good,7.8,Fighting,N
Imagine: Fashion Designer,Awful,3.0,Simulation,N
Culpa Innata,Bad,4.0,Adventure,N
Enchanted,Okay,6.5,Action,N
My Spanish Coach,Good,7.0,Educational,N
Ontamarama,Good,7.3,Action,N
Resident Evil: The Umbrella Chronicles,Good,7.9,Shooter,N
Godzilla: Unleashed Double Smash,Awful,3.0,Action,N
Alien Soldier,Great,8.0,Action,N
Soulcalibur Legends,Okay,6.0,Action,N
Geometry Wars: Galaxies,Great,8.0,Shooter,N
My French Coach,Good,7.0,Educational,N
Syphon Filter: Combat Ops,Great,8.5,Shooter,Y
Robin Hood [2007],Good,7.0,Adventure,N
Hannah Montana: Spotlight World Tour,Mediocre,5.6,Action,N
Death to Spies,Great,8.0,Action,N
Petz: Catz 2,Okay,6.7,Virtual Pet,N
Tower Defense,Great,8.0,Strategy,N
Sea Monsters: A Prehistoric Adventure,Bad,4.0,Adventure,N
Naruto: Path of the Ninja,Okay,6.0,RPG,N
Slingo Quest,Great,8.0,Puzzle,Y
My Dog II,Great,8.0,Virtual Pet,Y
Cooking Mama 2: Dinner With Friends,Good,7.0,Simulation,N
Operation Creature Feature,Okay,6.2,Puzzle,N
Alvin and the Chipmunks,Unbearable,1.7,Music,N
Super FruitFall,Okay,6.0,Puzzle,N
Zanac,Okay,6.5,Shooter,N
Sonic 3D Blast,Okay,6.0,Action,N
Smart Boy's Gameroom,Good,7.2,Party,N
Chessmaster: The Art of Learning,Good,7.8,Board,N
Cocoto Kart Racer,Bad,4.5,Racing,N
Orcs & Elves II,Great,8.5,RPG,Y
Super Air Zonk,Good,7.0,Shooter,N
Mah Jong Quest: Expeditions,Good,7.9,Board,N
The Golden Compass,Bad,4.0,Action,N
NCAA March Madness 08,Okay,6.9,Sports,N
Mini Desktop Racing,Unbearable,1.2,Racing,N
Master of Illusion,Good,7.0,Simulation,N
Bratz 4 Real,Okay,6.0,Action,N
Terminator: Revenge,Bad,4.0,Casino,N
Guitar Hero Mobile,Good,7.9,Music,N
Fantasy Wars,Good,7.8,Strategy,N
Offroad Extreme -- Special Edition,Unbearable,1.0,Racing,N
Petz: Dogz 2,Okay,6.8,Virtual Pet,N
Beats,Good,7.0,Music,N
Puzzle de Harvest Moon,Awful,3.5,"Puzzle, Action",N
Cruis'n,Awful,3.0,Racing,N
Kamikaze Robots,Great,8.5,Action,Y
Darkness Within: In Pursuit of Loath Nolder,Mediocre,5.1,Adventure,N
Power Play Pool,Okay,6.0,Sports,N
Hannspree Ten Kate Honda SBK Superbike World Championship,Okay,6.0,Racing,N
John Deere: Harvest in the Heartland,Awful,3.0,Simulation,N
Dawn of Magic,Mediocre,5.4,"Action, RPG",N
Star Trek: Conquest,Okay,6.8,Simulation,N
Bumper Car City,Mediocre,5.0,"Racing, Action",N
Draglade,Good,7.0,Music,N
PopCap Hits Vol. 1,Mediocre,5.5,"Puzzle, Compilation",N
Boogie,Mediocre,5.5,Music,N
Monster Jam,Good,7.0,Racing,N
Cars Mater-National Championship,Okay,6.8,Racing,N
EverQuest II: Rise of Kunark,Great,8.2,RPG,N
Godzilla: Unleashed,Bad,4.9,"Fighting, Action",N
Pain!,Okay,6.8,Action,N
The Aly & AJ Adventure,Awful,3.0,Action,N
Horse Life,Good,7.6,Simulation,N
Petz: Horsez 2,Okay,6.0,Virtual Pet,N
Asteroids & Asteroids Deluxe,Mediocre,5.0,Shooter,N
Wrecking Crew,Good,7.0,"Puzzle, Action",N
Swashbucklers: Blue vs. Grey,Bad,4.0,"Action, Adventure",N
Call of Duty 4: Modern Warfare (Limited Collector's Edition),Amazing,9.4,Shooter,Y
Stacked Cheerleaders,Mediocre,5.0,Puzzle,N
Jenga: World Tour,Bad,4.0,Puzzle,N
Cabela's Monster Bass,Bad,4.5,Hunting,N
Ratatouille: Food Frenzy,Bad,4.5,Puzzle,N
Painkiller: Overdose,Good,7.0,Shooter,N
Dr. Seuss: How The Grinch Stole Christmas,Awful,3.5,Adventure,N
NeoGeo Battle Coliseum,Good,7.3,Fighting,N
Toy Home,Okay,6.7,Racing,N
Donkey Kong Country 3: Dixie Kong's Double Trouble,Great,8.5,Platformer,Y
Eternal Champions,Okay,6.0,Fighting,N
Sensible World of Soccer,Good,7.9,Sports,N
The History Channel: Battle for the Pacific,Painful,2.5,Shooter,N
Cybernator,Good,7.5,Action,N
Indianapolis 500 Legends,Mediocre,5.8,Racing,N
NFL Tour,Bad,4.5,"Sports, Action",N
Kingdom Under Fire: Circle of Doom,Mediocre,5.8,"Action, RPG",N
The Dynastic Hero,Good,7.0,Action,N
SpongeBob SquarePants: Underpants Slam!,Bad,4.7,Action,N
"Wii Play (Game, Wii Remote & Jacket)",Mediocre,5.5,"Action, Compilation",N
Peggle,Amazing,9.0,Puzzle,Y
The Trials of Topoq,Good,7.3,"Puzzle, Action",N
Dai Senryaku VII: Modern Military Tactics Exceed,Bad,4.3,Strategy,N
Super Swing Golf: Season 2,Good,7.3,Sports,N
Luxor: Pharaoh's Challenge,Bad,4.0,Puzzle,N
Ninjabread Man,Unbearable,1.5,Action,N
MX vs. ATV Untamed,Bad,4.9,Racing,N
Rhythm 'n Notes: Improve Your Music Skills,Painful,2.5,Music,N
Tempest,Okay,6.0,Shooter,N
MTV Cribs,Mediocre,5.5,Simulation,N
Pictionary [2007],Good,7.0,Board,N
Omega Five,Good,7.6,Action,N
Harvey Birdman: Attorney at Law,Good,7.4,Adventure,N
Sam & Max: Season Two -- Episode #2: Moai Better Blues,Great,8.2,Adventure,N
Backyard Football 2008,Okay,6.0,Sports,N
StarTropics,Great,8.5,Adventure,Y
Atari Classics Evolved,Good,7.0,"Action, Compilation",N
Burnout Paradise,Great,8.8,Racing,Y
Snakeball,Great,8.0,Party,N
Pac-Attack,Okay,6.0,Puzzle,N
Boogie Bunnies,Bad,4.1,"Puzzle, Action",N
Sonic Riders: Zero Gravity,Mediocre,5.8,"Racing, Action",N
Rolling Thunder 2,Okay,6.5,Action,N
Dance Dance Revolution: Disney Channel Edition (Game Only Edition),Okay,6.5,Music,N
Dance Dance Revolution: Disney Channel Edition (Game & Dance Pad),Okay,6.5,Music,N
Warhawk -- Operation: Omega Dawn,Great,8.0,"Flight, Action",N
Black Belt,Mediocre,5.0,Fighting,N
Dead Rising [Mobile],Good,7.3,Action,N
Petz: Hamsterz 2,Good,7.5,Virtual Pet,N
Last Battle,Awful,3.0,RPG,N
Baby Pals,Bad,4.0,Party,N
Elements of Destruction,Good,7.0,Action,N
Tron,Bad,4.9,Action,N
Double Dribble,Mediocre,5.0,Sports,N
Game Party,Awful,3.2,Party,N
Mountain Bike Adrenaline,Awful,3.0,Sports,N
Next Life,Bad,4.5,Adventure,N
Frogger Launch,Mediocre,5.5,Action,N
Jewel Quest Expedition,Good,7.2,Puzzle,N
Arkadian Warriors,Mediocre,5.7,"Action, RPG",N
Avencast: Rise of the Mage,Good,7.0,RPG,N
Dragon Ball Z: Budokai Tenkaichi 3,Great,8.0,Fighting,N
Disney Princess: Enchanted Journey,Bad,4.0,Adventure,N
Star Wars: The Empire Strikes Back,Good,7.0,Action,N
ATV: Thunder Ridge Riders / Monster Truck DS,Painful,2.0,Compilation,N
No More Heroes,Good,7.8,Action,N
Endless Ocean,Great,8.0,Adventure,N
Top Chef Challenge,Mediocre,5.0,Puzzle,N
Alien Storm,Okay,6.5,Action,N
Shadowgrounds Survivor,Good,7.6,Action,N
Rez HD,Great,8.6,Shooter,Y
Block Breaker Deluxe,Good,7.5,Puzzle,N
Advance Wars: Days of Ruin,Great,8.6,Strategy,Y
Dreadnaught Factor,Great,8.0,Action,N
Resident Evil: Genesis,Good,7.8,Adventure,N
Ape Quest,Good,7.0,RPG,N
Yu-Gi-Oh! World Championship 2008,Good,7.5,"Card, Battle",N
BurgerTime Delight,Great,8.0,Action,Y
Pole Position Remix,Mediocre,5.0,Racing,N
PixelJunk Monsters,Great,8.5,Strategy,Y
Light Crusader,Okay,6.5,"Action, RPG",N
Baseball Stars 2,Great,8.0,Sports,N
Samurai Warriors Katana,Mediocre,5.8,Action,N
American Girl: Julie Finds A Way,Awful,3.5,Adventure,N
Barbie as The Island Princess,Mediocre,5.5,Adventure,N
Dance Dance Revolution: Hottest Party,Good,7.0,"Music, Action",N
Miami Nights: Singles in the City,Bad,4.0,Simulation,N
Warriors of The Lost Empire,Okay,6.8,"Action, RPG",N
Battle for the White House,Good,7.8,Action,N
Alex Kidd in Miracle World,Amazing,9.0,Platformer,Y
Monster Lair,Good,7.5,Action,N
Pursuit Force: Extreme Justice,Great,8.0,"Racing, Action",N
One Piece: Unlimited Adventure,Okay,6.8,"Action, Adventure",N
Clue / Mouse Trap / Perfection / Aggravation,Awful,3.5,,N
Yu-Gi-Oh! GX: The Beginning of Destiny,Mediocre,5.5,Strategy,N
Nitrobike,Okay,6.5,"Racing, Action",N
SpongeBob SquarePants: Atlantis Treasures,Okay,6.0,Action,N
Atelier Iris 2 ~The Azoth of Destiny~,Good,7.5,RPG,N
Winter Sports: The Ultimate Challenge 2008,Mediocre,5.5,Sports,N
Blades of Steel,Good,7.5,Sports,N
Jewel Master,Okay,6.0,Action,N
Culdcept Saga,Okay,6.5,Strategy,N
Out of This World,Great,8.5,Action,Y
Zoo Tycoon 2 DS,Good,7.0,Simulation,N
Devil May Cry 4,Great,8.7,Action,Y
Twisted Metal: Head-On: Extra Twisted Edition,Great,8.4,"Racing, Shooter",N
Kenseiden,Good,7.0,Action,N
Penumbra: Black Plague,Good,7.7,Action,N
Turok,Good,7.3,Shooter,N
Metal Gear,Great,8.0,"Action, Adventure",N
Chessmaster Live,Okay,6.4,Board,N
Top Hunter: Roddy & Cathy,Good,7.0,Action,N
Mountain King,Great,8.0,Action,N
Counter Force,Bad,4.0,Action,N
Rock 'N' Roll Adventures,Awful,3.0,Platformer,N
NiGHTS: Journey of Dreams,Okay,6.5,Action,N
The King of Fighters XI,Great,8.0,Fighting,N
Cranium Kabookii,Mediocre,5.5,Board,N
Left Brain Right Brain,Mediocre,5.0,Productivity,N
Shrek: Ogres and Dronkeys,Good,7.0,"Action, Adventure",N
Dance Dance Revolution Universe 2,Mediocre,5.7,Music,N
Code Lyoko: Quest for Infinity,Mediocre,5.5,RPG,N
Universe at War: Earth Assault,Great,8.0,Strategy,N
My Word Coach,Okay,6.8,Productivity,N
Billy the Wizard: Rocket Broomstick Racing,Painful,2.0,"Racing, Action",N
Ecco Jr.,Mediocre,5.5,"Action, Adventure",N
TeamUp,Good,7.4,Puzzle,N
Devil May Cry 4 (Collector's Edition),Great,8.7,Action,Y
NitroStreet Racing,Great,8.0,Racing,N
Crazy Frog Arcade Racer,Painful,2.5,"Racing, Action",N
Mobile Battles: Reign of Swords,Amazing,9.0,Strategy,Y
Savage 2: A Tortured Soul,Great,8.3,Shooter,N
Poker Smash,Good,7.5,Card,N
Lost Odyssey,Great,8.2,RPG,N
Adventures of Lolo 2,Great,8.0,Puzzle,N
Assassin's Creed: Altair's Chronicles,Good,7.0,Action,N
Nobunaga's Ambition: Rise to Power,Okay,6.5,Strategy,N
Monster Trux Arenas -- Special Edition,Unbearable,1.0,Racing,N
Downstream Panic!,Great,8.3,Puzzle,Y
"Konami Kids Playground: Frogger Hop, Skip & Jumpin' Fun",Good,7.0,"Educational, Action",N
24: Special Ops,Great,8.0,Action,N
Bomberman Land,Okay,6.9,Action,N
Dancing With The Stars,Mediocre,5.7,Music,N
Konami Kids Playground: Toy Pals Fun with Numbers,Good,7.0,"Educational, Action",N
Konami Kids Playground: Alphabet Circus,Good,7.0,"Educational, Action",N
Konami Kids Playground: Dinosaur Shapes and Colors,Good,7.0,"Educational, Action",N
Dancing With The Stars (Game Only Edition),Mediocre,5.7,Music,N
The Sims 2: Castaway Stories,Good,7.3,Simulation,N
SunAge,Mediocre,5.2,Strategy,N
Operation Wolf,Painful,2.0,Shooter,N
WipEout Pulse,Great,8.8,Racing,Y
Buzz! Junior: Robo Jam (Game Only Edition),Okay,6.5,Action,N
Pirates of the Burning Sea,Great,8.2,RPG,N
My Horse & Me,Bad,4.3,Simulation,N
Discs of Tron,Awful,3.0,Action,N
Under a Killing Moon,Amazing,9.0,Adventure,Y
The Spiderwick Chronicles,Good,7.8,Adventure,N
Karaoke Revolution Presents American Idol Encore (Game & Microphone),Okay,6.0,Music,N
Bomberman Land Touch! 2,Good,7.9,Action,N
World Championship Paintball,Painful,2.0,Shooter,N
Go! Sports Skydiving,Awful,3.0,Sports,N
Riot Zone,Bad,4.0,Action,N
Romance of The Three Kingdoms XI,Good,7.0,Strategy,N
Rush Hour: Taxi Trouble,Okay,6.0,Puzzle,N
Karaoke Revolution Presents American Idol Encore (Game Only Edition),Great,8.3,Music,N
Super Street Fighter II: The New Challengers,Great,8.0,Fighting,Y
Raw Danger,Good,7.5,Adventure,N
Patapon,Amazing,9.2,Action,Y
Sins of a Solar Empire,Great,8.9,Strategy,Y
Dynasty Warriors 6,Mediocre,5.9,Action,N
Dungeon Explorer: Warriors of Ancient Arts,Okay,6.0,"Action, RPG",N
Dark Messiah of Might and Magic Elements,Mediocre,5.7,"Action, RPG",N
Merv Griffin's Crosswords,Great,8.0,Trivia,N
Myth Makers: Super Kart GP,Awful,3.5,Racing,N
Buzz!: The Hollywood Quiz,Great,8.3,Trivia,N
Harry Potter: Mastering Magic,Good,7.0,Puzzle,N
Rainbow Islands Evolution,Mediocre,5.0,Platformer,N
Puzzle Guzzle,Okay,6.7,Puzzle,N
The Experiment,Okay,6.8,Adventure,N
Homie Rollerz,Painful,2.0,Racing,N
Balloon Pop,Bad,4.7,Puzzle,N
Lost: Via Domus,Mediocre,5.5,Adventure,N
FIFA Street 3,Mediocre,5.8,Sports,N
Space Monkey,Good,7.7,Action,N
Turning Point: Fall of Liberty,Mediocre,5.0,Shooter,N
Clockwork Knight,Okay,6.0,Action,N
Professor Layton and the Curious Village,Great,8.0,Adventure,N
Paws & Claws: Pet Resort,Painful,2.5,Simulation,N
Rail Simulator,Good,7.0,Simulation,N
Conflict: Denied Ops,Bad,4.0,Shooter,N
Frontlines: Fuel of War,Good,7.6,Shooter,N
The Club,Okay,6.9,Action,N
