title,score_phrase,score,genre,editors_choice
Sour Patch Kids: World Gone Sour,Okay,6.5,Action,N
Blacklight: Retribution,Great,8.5,Shooter,Y
Spirit Camera: The Cursed Memoir,Mediocre,5.5,Adventure,N
Pandora's Tower,Good,7.0,Adventure,N
Ketzal's Corridors,Amazing,9.0,"Puzzle, Action",Y
Fez,Amazing,9.5,Platformer,Y
The Splatters,Great,8.0,"Puzzle, Action",N
Plague Inc.,Good,7.0,Strategy,N
Batman: Arkham City -- Harley Quinn's Revenge,Amazing,9.0,Action,Y
Resistance: Burning Skies,Mediocre,5.5,Shooter,N
Tera: Rising,Okay,6.5,RPG,N
Doctor Who: The Eternity Clock,Mediocre,5.5,Action,N
Dirt Showdown,Okay,6.0,Racing,N
Gravity Rush,Good,7.5,Action,N
Atelier Meruru: The Apprentice of Arland,Okay,6.0,RPG,N
Super Monday Night Combat,Good,7.5,Shooter,N
Velocity,Amazing,9.0,Shooter,Y
Tom Clancy's Ghost Recon: Future Soldier (Signature Edition),Great,8.5,Shooter,Y
Tom Clancy's Ghost Recon: Future Soldier,Great,8.5,Shooter,Y
Dragon's Dogma,Good,7.5,"Action, RPG",N
Sorcery,Good,7.5,Adventure,N
Sonic the Hedgehog 4: Episode II,Okay,6.5,Platformer,N
Vessel,Great,8.0,"Puzzle, Action",N
Akai Katana,Good,7.0,Shooter,N
Game of Thrones,Bad,4.0,RPG,N
Mario Tennis Open,Okay,6.5,"Sports, Action",N
Orion: Dino Beatdown,Painful,2.0,Shooter,N
Max Payne 3 (Special Edition),Amazing,9.0,Shooter,Y
Max Payne 3,Amazing,9.0,Shooter,Y
Sniper Elite V2,Great,8.0,Action,N
Diablo III,Amazing,9.5,"Action, RPG",Y
Analogue: A Hate Story,Good,7.0,Other,N
Starhawk,Amazing,9.0,Shooter,Y
Datura,Okay,6.0,"Other, Adventure",N
A Valley Without Wind,Mediocre,5.5,Adventure,N
Awesomenauts,Good,7.0,Shooter,N
Ski Safari,Good,7.0,Sports,N
Fable Heroes,Mediocre,5.0,Action,N
Botanicula,Amazing,9.0,Adventure,Y
Sword & Sworcery EP,Amazing,9.0,Adventure,Y
Babel Rising,Mediocre,5.0,Strategy,N
Quantum Conundrum,Great,8.0,Puzzle,N
LEGO Batman 2: DC Super Heroes,Mediocre,5.5,"Action, Adventure",N
Krater,Mediocre,5.0,RPG,N
Ratchet & Clank Collection,Great,8.5,"Action, Compilation",N
Sid Meier's Civilization V: Gods & Kings,Amazing,9.0,Strategy,Y
Steel Battalion: Heavy Armor,Awful,3.0,"Action, Simulation",N
Pokemon Conquest,Amazing,9.0,"Strategy, RPG",Y
Lollipop Chainsaw,Mediocre,5.0,Action,N
Sins of a Solar Empire: Rebellion,Good,7.5,Strategy,N
Warlock: Master of the Arcane,Good,7.5,Strategy,N
Inversion,Mediocre,5.5,Shooter,N
The Walking Dead: The Game -- Episode 2: Starved For Help,Great,8.5,Adventure,Y
Jeremy McGrath's Offroad,Good,7.5,Racing,N
The Amazing Spider-Man,Good,7.0,Action,N
Spec Ops: The Line,Great,8.0,Shooter,N
Penny Arcade's On the Rain-Slick Precipice of Darkness 3,Great,8.0,RPG,N
Escape Goat,Great,8.0,Platformer,N
Magic: The Gathering -- Duels of the Planeswalkers 2013,Great,8.5,"Card, Battle",Y
Virtua Fighter 5 Final Showdown,Great,8.5,Fighting,N
Heroes of Ruin,Good,7.0,Adventure,N
Tiny & Big: Grandpa's Leftovers,Good,7.5,Action,N
ORC: Vengeance,Great,8.0,RPG,N
New Super Mario Bros. 2,Great,8.5,Platformer,N
MANOS: The Hands of Fate,Okay,6.0,Platformer,N
The Expendables 2 Videogame,Mediocre,5.5,Shooter,N
A Virus Named Tom,Good,7.0,"Puzzle, Action",N
Fieldrunners 2,Great,8.5,Strategy,N
Deadlight,Great,8.5,Action,N
Foosball 2012,Mediocre,5.5,Board,N
Malicious,Mediocre,5.5,Action,N
Orcs Must Die 2,Amazing,9.0,Strategy,Y
Art Academy: Lessons for Everyone,Great,8.0,Productivity,N
The Secret World,Good,7.0,RPG,N
"Freakyforms: Your Creations, Alive!",Okay,6.5,Productivity,N
Dyad,Great,8.5,"Racing, Action",Y
NCAA Football 13,Great,8.0,Sports,N
Endless Space,Great,8.0,Strategy,N
Anna,Mediocre,5.5,Adventure,N
Thomas Was Alone,Great,8.0,Platformer,N
Wreckateer,Okay,6.5,Action,N
Resonance,Good,7.0,Adventure,N
Great Big War Game,Amazing,9.5,Strategy,Y
Railroad Story,Okay,6.0,Strategy,N
Asphalt 7: Heat,Great,8.0,Racing,N
Tony Hawk's Pro Skater HD,Great,8.0,Sports,N
Comedy Central's Indecision Game,Good,7.5,Simulation,N
Brain Age: Concentration Training,Good,7.8,"Educational, Puzzle",N
Proteus,Great,8.5,Adventure,N
Dead Space 3,Good,7.8,"Action, Adventure",N
Apple Jack 2,Great,8.0,Platformer,N
Fray,Painful,2.0,Action,N
Dungeon Twister,Awful,3.0,Board,N
Test Drive: Ferrari Racing Legends,Okay,6.5,Racing,N
Spelunky,Amazing,9.0,Platformer,Y
Roller Coaster Rampage,Okay,6.5,Simulation,N
Kingdom Hearts 3D: Dream Drop Distance,Great,8.5,"Action, Adventure",Y
Omerta: City of Gangsters,Mediocre,5.2,"RPG, Simulation",N
Ikachan,Good,7.3,Adventure,N
Sly Cooper: Thieves in Time,Great,8.0,Platformer,N
Fluidity: Spin Cycle,Okay,6.0,Action,N
Antichamber,Great,8.6,Puzzle,Y
Rainbow Moon,Great,8.0,"Strategy, RPG",N
London 2012: The Official Video Game of the Olympic Games,Good,7.0,Sports,N
Fatal Frame: Deep Crimson Butterfly,Great,8.5,Adventure,Y
The Elder Scrolls V: Skyrim -- Dawnguard,Great,8.0,RPG,N
Pixel People,Amazing,9.0,Simulation,Y
Fire Emblem Awakening,Amazing,9.6,"Strategy, RPG",Y
Skulls of the Shogun,Good,7.0,Strategy,N
Hitman HD Trilogy,Great,8.0,Compilation,N
Banana Kong,Okay,6.0,Platformer,N
Dungelot,Great,8.9,Puzzle,N
Corpse Party: Book of Shadows,Mediocre,5.8,Adventure,N
The Cave,Good,7.9,Adventure,N
Tomb Raider,Amazing,9.1,Action,Y
Bit.Trip Presents: Runner 2 Future Legend of Rhythm Alien,Amazing,9.0,Platformer,Y
Gunman Clive,Great,8.7,Platformer,N
Dynasty Warriors 7: Empires,Good,7.5,Action,N
Retrovirus,Okay,6.6,Shooter,N
Akaneiro: Demon Hunters,Bad,4.5,RPG,N
Crysis 3,Great,8.5,Shooter,N
Relic Rush,Good,7.0,Puzzle,N
HarmoKnight,Great,8.5,Platformer,Y
Need for Speed Most Wanted U,Amazing,9.0,"Racing, Action",Y
Super House of Dead Ninjas,Great,8.3,Action,N
Major League Baseball 2K13,Bad,4.5,Sports,N
Year Walk,Great,8.0,Adventure,N
Luigi's Mansion: Dark Moon,Amazing,9.3,Platformer,Y
Atelier Ayesha: The Alchemist of Dusk,Okay,6.2,RPG,N
Dead Space 3: Awakened,Great,8.2,"Action, Adventure",N
LEGO City: Undercover,Great,8.0,Adventure,N
Metal Gear Rising: Revengeance,Great,8.5,Action,N
Fist of the North Star: Ken's Rage 2,Awful,3.7,Action,N
Bientot L'ete,Good,7.0,Adventure,N
Special Forces: Team X,Bad,4.5,Shooter,N
Let's Fish! Hooked On,Awful,3.4,Hunting,N
Dungeonland,Bad,4.6,"Action, Adventure",N
The Walking Dead: Survival Instinct,Bad,4.5,Shooter,N
BioShock Infinite,Amazing,9.5,Shooter,Y
Naruto Shippuden: Ultimate Ninja Storm 3,Great,8.6,Fighting,N
God of War: Ascension,Good,7.8,Action,N
Ridiculous Fishing: A Tale of Redemption,Great,8.0,Hunting,N
The Banner Saga: Factions,Good,7.8,"Strategy, RPG",N
SimCity,Good,7.0,Simulation,N
Dollar Dash,Bad,4.8,Action,N
Mass Effect 3: Citadel,Amazing,9.1,RPG,N
Naruto: Powerful Shippuden,Great,8.0,"Fighting, Action",N
Aliens: Colonial Marines,Bad,4.5,Shooter,N
Sonic Dash,Okay,6.1,Action,N
StarCraft II: Heart of the Swarm,Great,8.6,Strategy,N
Sniper: Ghost Warrior 2,Mediocre,5.0,Shooter,N
Super Stickman Golf 2,Great,8.2,Sports,N
The Showdown Effect,Okay,6.0,Action,N
MLB 13: The Show,Good,7.6,Sports,N
Castlevania: Lords of Shadow -- Mirror of Fate,Bad,4.7,Action,N
Ninja Gaiden Sigma 2 Plus,Okay,6.0,Action,N
Etrian Odyssey IV: Legends of the Titan,Amazing,9.0,RPG,N
Real Racing 3,Amazing,9.1,Racing,Y
March of the Eagles,Good,7.9,Strategy,N
Defiance,Mediocre,5.9,Action,N
Dishonored: The Knife of Dunwall,Good,7.5,Action,N
Injustice: Gods Among Us,Great,8.2,Fighting,N
Devil Summoner: Soul Hackers,Good,7.8,RPG,N
Gears of War: Judgment,Amazing,9.2,Shooter,N
Monster Hunter 3 Ultimate,Great,8.8,Action,N
Cities in Motion 2,Good,7.5,Simulation,N
Atelier Totori Plus: The Adventurer of Arland,Good,7.8,RPG,N
Guacamelee!,Amazing,9.0,"Platformer, Action",Y
Toki Tori 2,Great,8.0,"Puzzle, Adventure",N
BattleBlock Theater,Good,7.8,Platformer,N
Tiger Woods PGA Tour 14,Great,8.0,Sports,N
Warframe,Good,7.0,Shooter,N
Slender: The Arrival,Okay,6.5,Adventure,N
Hyperdimension Neptunia Victory,Mediocre,5.4,RPG,N
Army of Two: The Devil's Cartel,Mediocre,5.0,Shooter,N
Incredipede,Great,8.5,"Puzzle, Adventure",Y
Darkstalkers Resurrection,Great,8.4,Fighting,N
The Swapper,Amazing,9.3,Platformer,Y
Impossible Road,Great,8.4,,N
Tomb Breaker,Good,7.5,Puzzle,N
Robot Unicorn Attack 2,Good,7.9,Action,N
Guilty Gear XX Accent Core Plus R,Good,7.9,Fighting,N
Telltale Games' Poker Night 2,Good,7.5,Card,N
Dust 514,Mediocre,5.8,Shooter,N
Grid 2,Great,8.0,Racing,N
Fallen Enchantress: Legendary Heroes,Great,8.0,Strategy,N
Fuse,Okay,6.5,Action,N
Iron Man 3: The Official Game,Okay,6.6,Action,N
Soul Sacrifice,Good,7.7,Action,N
Sacred Citadel,Mediocre,5.9,Action,N
Far Cry 3: Blood Dragon,Great,8.0,Shooter,N
Dragon's Dogma: Dark Arisen,Good,7.9,"Action, RPG",N
Thunder Wolves,Okay,6.7,"Flight, Action",N
Fast & Furious: Showdown,Painful,2.5,Racing,N
Call of Juarez: Gunslinger,Good,7.5,Shooter,N
Reus,Okay,6.8,Simulation,N
The Other Brothers,Mediocre,5.6,Platformer,N
Star Trek: The Game,Bad,4.2,Action,N
Teenage Mutant Ninja Turtles: Rooftop Run,Okay,6.8,Platformer,N
Fish Out of Water,Okay,6.9,Action,N
Deadly Premonition: The Director's Cut,Good,7.0,"Action, Adventure",N
Dillon's Rolling Western: The Last Ranger,Okay,6.7,Adventure,N
LEGO City Undercover: The Chase Begins,Okay,6.3,Adventure,N
Monaco,Amazing,9.0,Action,Y
Assassin's Creed III -- The Tyranny of King Washington,Okay,6.8,"Action, Adventure",N
Donkey Kong Country Returns 3D,Great,8.9,Platformer,Y
Anomaly 2,Great,8.0,Strategy,N
Sanctum 2,Great,8.5,Strategy,N
The Sushi Spinnery,Good,7.4,Simulation,N
Dungeon Hunter 4,Mediocre,5.5,Adventure,N
God Mode,Okay,6.7,Shooter,N
Mr. Crab,Good,7.8,Platformer,N
Dead Island Riptide,Good,7.2,Action,N
Surgeon Simulator 2013,Good,7.8,Simulation,N
Metro: Last Light,Good,7.7,Shooter,N
Mario and Donkey Kong: Minis on the Move,Good,7.0,Action,N
LEGO Star Wars: The Yoda Chronicles,Awful,3.0,Action,N
Zoombies: Animales de la Muerte,Good,7.5,"Puzzle, Action",N
StarDrive,Bad,4.5,Strategy,N
Leviathan: Warships,Good,7.7,Strategy,N
Star Wars: The Old Republic -- Rise of the Hutt Cartel,Good,7.6,RPG,N
Star Wars: The Old Republic,Amazing,9.0,RPG,Y
Motocross Madness,Great,8.4,Racing,N
ShootMania Storm,Good,7.8,Shooter,N
Zombie Tycoon 2: Brainhov's Revenge,Bad,4.9,Simulation,N
Star Command,Okay,6.7,Simulation,N
Paper Titans,Great,8.2,"Puzzle, Adventure",N
Gun Commando,Good,7.3,Shooter,N
Age of Wushu,Good,7.0,RPG,N
The House of the Dead: Overkill -- The Lost Reels,Good,7.7,Shooter,N
Mars: War Logs,Mediocre,5.3,"Action, RPG",N
Mittens,Okay,6.2,"Puzzle, Action",N
Zeno Clash II,Okay,6.4,Action,N
Plants vs. Zombies 2,Great,8.7,Strategy,N
Legends of Dawn,Painful,2.8,RPG,N
Pacific Rim,Mediocre,5.3,Action,N
Storm,Bad,4.0,"Puzzle, Action",N
Mario & Luigi: Dream Team,Great,8.0,"Action, RPG",N
Man of Steel HD,Okay,6.0,Action,N
Man of Steel,Okay,6.0,Action,N
Mutant Mudds Deluxe,Great,8.0,Platformer,N
Dark,Bad,4.0,Action,N
Time and Eternity,Mediocre,5.6,RPG,N
The Walking Dead: 400 Days,Great,8.9,"Adventure, Episodic",N
Magic: The Gathering -- Duels of the Planeswalkers 2014,Great,8.1,"Card, Battle",N
Deus Ex: The Fall,Great,8.2,Shooter,N
Leisure Suit Larry Reloaded,Bad,4.1,"Adventure, Adult",N
Shin Megami Tensei IV,Great,8.5,RPG,N
Kentucky Route Zero: Act 2,Amazing,9.1,Adventure,Y
Sid Meier's Civilization V: Brave New World,Amazing,9.4,Strategy,Y
Deadpool,Okay,6.0,Action,N
Borderlands 2: Tiny Tina's Assault on Dragon Keep,Amazing,9.2,"Shooter, RPG",Y
Muramasa Rebirth,Great,8.0,Simulation,N
Marvel Heroes,Mediocre,5.7,RPG,N
New Super Luigi U (Nintendo eShop Edition),Good,7.3,Platformer,N
New Super Luigi U,Good,7.3,Platformer,N
Red Orchestra 2: Rising Storm,Great,8.3,Shooter,N
Cloudberry Kingdom,Good,7.4,Platformer,N
PixelJunk Monsters: Ultimate HD,Amazing,9.0,Strategy,N
Stealth Inc.: A Clone in the Dark,Amazing,9.2,Platformer,N
Rogue Legacy,Amazing,9.0,RPG,Y
NCAA Football 14,Good,7.4,Sports,N
Game & Wario,Mediocre,5.1,Party,N
Gunpoint,Amazing,9.0,"Puzzle, Action",Y
The Night of the Rabbit,Good,7.9,Adventure,N
The Incredible Adventures of Van Helsing,Good,7.0,"Action, RPG",N
Wargame: AirLand Battle,Great,8.4,Strategy,N
The Wonderful 101,Good,7.4,Action,N
Disney Infinity -- PC Game,Great,8.7,Action,N
Disney Infinity,Great,8.7,Action,N
Dungeons & Dragons: Chronicles of Mystara,Great,8.3,Action,N
World War Z,Mediocre,5.3,Shooter,N
Penny Arcade's On the Rain-slick Precipice of Darkness 4,Okay,6.0,RPG,N
Project X Zone,Great,8.0,RPG,N
Attack of the Friday Monsters: A Tokyo Tale,Okay,6.2,Adventure,N
Shadowrun Returns,Good,7.3,RPG,N
EarthBound,Amazing,9.0,RPG,N
The Denpa Men 2: Beyond the Waves,Good,7.9,RPG,N
The Last of Us,Masterpiece,10.0,Action,Y
State of Decay,Great,8.9,Action,N
Gravity Guy 2,Good,7.0,Platformer,N
Animal Crossing: New Leaf,Amazing,9.6,Simulation,Y
CastleStorm,Great,8.0,Strategy,N
The Starship Damrey,Mediocre,5.3,Adventure,N
Remember Me,Mediocre,5.9,"Action, Adventure",N
Gone Home,Amazing,9.5,Simulation,Y
Europa Universalis IV,Great,8.9,Strategy,N
Tom Clancy's Splinter Cell: Blacklist,Amazing,9.2,Action,Y
Neverwinter,Okay,6.8,"Action, RPG",N
Company of Heroes 2,Great,8.4,Strategy,N
Magrunner: Dark Pulse,Okay,6.8,"Puzzle, Action",N
Dota 2,Amazing,9.4,RPG,Y
R.I.P.D.: The Game,Bad,4.5,Action,N
Velocity Ultra,Great,8.4,Shooter,N
Pikmin 3,Great,8.8,Strategy,Y
Dynasty Warriors 8,Great,8.7,Action,N
The Legend of Zelda: The Wind Waker HD,Amazing,9.8,"Action, Adventure",Y
The Legend of Zelda: The Wind Waker HD (Nintendo eShop Edition),Amazing,9.8,"Action, Adventure",Y
Grand Theft Auto V,Masterpiece,10.0,"Action, Adventure",Y
Space Hulk,Okay,6.7,Strategy,N
Guncraft,Okay,6.4,Shooter,N
Killer is Dead,Mediocre,5.0,Action,N
Lost Planet 3,Okay,6.2,Action,N
Saints Row IV,Good,7.3,Action,N
Dishonored: The Brigmore Witches,Good,7.5,Action,N
PayDay 2,Great,8.0,Shooter,N
StreetPass Monster Manor,Good,7.9,Adventure,N
StreetPass Warrior's Way,Good,7.0,Strategy,N
StreetPass Flower Town,Mediocre,5.0,Simulation,N
StreetPass Mii Force,Great,8.5,Shooter,N
Call of Duty: Strike Team,Okay,6.0,Shooter,N
Final Fantasy XIV Online: A Realm Reborn,Great,8.6,RPG,N
Kingdom Hearts HD 1.5 ReMIX,Great,8.5,"Action, Compilation",N
Amnesia: A Machine for Pigs,Great,8.3,Adventure,N
Teleglitch: Die More Edition,Good,7.8,Shooter,N
Rayman Legends,Amazing,9.5,Platformer,Y
Total War: Rome II,Great,8.8,Strategy,Y
NHL 14,Great,8.3,Sports,N
Puppeteer,Great,8.5,Platformer,N
Madden NFL 25,Great,8.5,Sports,N
Flashback,Mediocre,5.8,Action,N
Charlie Murder,Good,7.0,Action,N
The Bureau: XCOM Declassified,Mediocre,5.5,Shooter,N
"Papers, Please",Great,8.7,Simulation,N
DuckTales Remastered,Good,7.0,Platformer,N
Divekick,Good,7.0,Fighting,N
Killzone: Mercenary,Great,8.0,Shooter,N
Outlast,Good,7.8,"Action, Adventure",N
Castle of Illusion Starring Mickey Mouse,Okay,6.7,Platformer,N
Ibb & Obb,Great,8.3,Platformer,N
Divinity: Dragon Commander,Good,7.8,"Strategy, RPG",N
Brothers: A Tale of Two Sons,Great,8.2,Adventure,N
Rise of the Triad,Bad,4.3,Shooter,N
Tales of Xillia,Great,8.0,RPG,N
Teenage Mutant Ninja Turtles: Out of the Shadows,Okay,6.1,Action,N
Dragon's Crown,Great,8.5,Action,N
Halo: Spartan Assault,Okay,6.7,Shooter,N
The Raven: Legacy of a Master Thief Chapter I: The Eye of the Sphinx,Amazing,9.0,Adventure,Y
Just Dance 2014,Good,7.7,Music,N
The Wolf Among Us: Episode 1 -- Faith,Amazing,9.0,Adventure,Y
Dead Man's Draw,Okay,6.2,Card,N
Dragon's Prophet,Mediocre,5.1,RPG,N
Beyond: Two Souls,Okay,6.0,Adventure,N
Lone Survivor (Director’s Cut),Great,8.6,Adventure,N
The Raven: Legacy of a Master Thief Chapter II: Ancestry of Lies,Mediocre,5.5,Adventure,N
Armored Core: Verdict Day,Good,7.6,Simulation,N
Rain,Good,7.0,Adventure,N
Disgaea D2: A Brighter Darkness,Amazing,9.1,Action,Y
MechWarrior Online,Good,7.3,"Action, Simulation",N
Pokemon Y,Amazing,9.0,RPG,Y
Pokemon X,Amazing,9.0,RPG,Y
F1 2013,Great,8.0,Racing,N
Alien Rage,Bad,4.4,Shooter,N
Dragon Fantasy Book II,Awful,3.0,RPG,N
Shadow Warrior,Great,8.6,Shooter,N
Carnivores: Dinosaur Hunter HD,Bad,4.0,Shooter,N
Warhammer Quest,Good,7.5,"Action, RPG",N
NBA 2K14,Amazing,9.3,Sports,Y
Scribblenauts Unmasked: A DC Comics Adventure,Amazing,9.1,"Puzzle, Action",Y
Etrian Odyssey Untold: The Millennium Girl,Great,8.5,RPG,N
FIFA 14,Amazing,9.0,Sports,Y
Takedown: Red Sabre,Bad,4.0,Shooter,N
Narco Terror,Okay,6.5,Shooter,N
ArmA III,Good,7.0,Shooter,N
Pro Evolution Soccer 2014,Great,8.4,Sports,N
LEGO Marvel Super Heroes,Amazing,9.0,Action,Y
XCOM: Enemy Within,Amazing,9.0,Strategy,Y
XCOM: Enemy Within -- Commander Edition,Amazing,9.0,Strategy,Y
Path of Exile,Great,8.8,"Action, RPG",N
Mario & Sonic at the Sochi 2014 Olympic Winter Games,Bad,4.5,Sports,N
Rayman Fiesta Run,Great,8.9,Platformer,N
Call of Duty: Ghosts,Great,8.8,Shooter,N
Infinity Blade III,Amazing,9.1,"Fighting, Action",Y
SteamWorld Dig,Amazing,9.5,Platformer,Y
Dead Rising 3,Great,8.3,Action,N
Powerstar Golf,Good,7.0,Sports,N
Crimson Dragon,Mediocre,5.9,Action,N
LocoCycle,Okay,6.4,Action,N
Killer Instinct,Great,8.4,Fighting,N
Deus Ex: Human Revolution -- Director's Cut,Great,8.3,Shooter,N
Rune Factory 4,Great,8.0,RPG,N
The Stanley Parable,Great,8.8,Adventure,N
Sonic: Lost World,Mediocre,5.8,Platformer,N
Glare,Good,7.1,"Platformer, Action",N
Knock-Knock,Okay,6.2,Adventure,N
140,Great,8.0,Platformer,N
Soundodger,Good,7.3,"Music, Action",N
Hometown Story,Mediocre,5.0,Adventure,N
SpongeBob SquarePants: Plankton's Robotic Revenge,Awful,3.5,Adventure,N
The Legend of Zelda: A Link Between Worlds,Amazing,9.4,Adventure,Y
Killzone: Shadow Fall,Great,8.0,Shooter,N
Knack,Mediocre,5.9,Action,N
Resogun,Amazing,9.0,Shooter,Y
Contrast,Good,7.5,"Puzzle, Action",N
Skylanders Swap Force,Great,8.2,"Action, Adventure",N
Legends of Aethereus,Bad,4.7,"Action, RPG",N
Marvel Puzzle Quest: Dark Reign,Amazing,9.1,"Puzzle, RPG",Y
Football Manager 2014,Great,8.0,"Sports, Simulation",N
Nickelodeon's Teenage Mutant Ninja Turtles,Mediocre,5.0,Action,N
Assassin's Creed IV: Black Flag,Great,8.5,"Action, Adventure",N
Deadfall Adventures,Bad,4.0,Shooter,N
Chivalry: Deadliest Warrior,Great,8.1,Action,N
Battlefield 4,Great,8.5,Shooter,N
Zoo Tycoon,Mediocre,5.5,Simulation,N
Fighter Within,Painful,2.7,"Sports, Fighting",N
Injustice: Gods Among Us -- Ultimate Edition,Great,8.2,Fighting,N
Stick it to The Man,Great,8.6,"Adventure, Platformer",N
Regular Show: Mordecai and Rigby in 8-Bit Land,Okay,6.2,Action,N
Ratchet & Clank: Into the Nexus,Great,8.2,Platformer,N
Bioshock Infinite: Burial at Sea -- Episode One,Good,7.0,Shooter,N
Mario Party: Island Tour,Mediocre,5.5,Party,N
Super Motherload,Okay,6.0,"Action, Puzzle",N
Ryse: Son of Rome,Okay,6.8,"Action, Adventure",N
Wii Fit U,Good,7.5,Sports,N
Professor Layton and the Azran Legacy,Great,8.5,Adventure,Y
Need for Speed Rivals,Great,8.0,Racing,N
SimCity: Cities of Tomorrow,Good,7.5,Simulation,N
Forza Motorsport 5,Great,8.8,Racing,Y
Tearaway,Amazing,9.3,Adventure,Y
Super Mario 3D World,Amazing,9.6,Platformer,Y
NBA Live 14,Bad,4.3,Sports,N
WWE 2K14,Great,8.7,Wrestling,N
Prime World,Mediocre,5.9,RPG,N
Batman: Arkham Origins Blackgate -- Deluxe Edition,Good,7.4,Action,N
Batman: Arkham Origins Blackgate,Good,7.4,Action,N
Batman: Arkham Origins,Good,7.8,Action,N
Phoenix Wright: Ace Attorney -- Dual Destinies,Good,7.2,Adventure,N
How to Survive,Mediocre,5.4,Action,N
Wii Party U,Good,7.5,Party,N
Sonic: Lost World [3DS],Okay,6.8,Platformer,N
Rocksmith 2014,Amazing,9.0,Music,Y
Borderlands 2: T.K. Baha's Bloody Harvest,Good,7.0,"Shooter, RPG",N
Adventure Time: Explore the Dungeon Because I Don't Know!,Awful,3.5,Adventure,N
Gran Turismo 6,Great,8.0,Racing,N
The Guided Fate Paradox,Good,7.0,RPG,N
The Raven: Legacy of a Master Thief Chapter III: A Murder of Ravens,Okay,6.5,Adventure,N
Bravely Default,Great,8.6,RPG,N
Tiny Brains,Bad,4.5,Puzzle,N
Redshirt,Good,7.4,Action,N
X Rebirth,Bad,4.3,Simulation,N
Baldur's Gate II -- Enhanced Edition,Great,8.3,RPG,N
Device 6,Amazing,9.5,"Puzzle, Adventure",Y
Insurgency,Good,7.5,Shooter,N
Tomb Raider: Definitive Edition,Amazing,9.1,Action,Y
Consortium,Good,7.2,Simulation,N
KickBeat,Okay,6.5,"Music, Action",N
OlliOlli,Good,7.7,Sports,N
Assassin's Creed Liberation HD,Mediocre,5.2,Action,N
X-Men: Battle of the Atom,Bad,4.0,"Card, Battle",N
The Walking Dead: A Telltale Game Series -- Season Two,Great,8.0,Adventure,N
The Walking Dead: Season Two -- Episode 1: All That Remains,Great,8.0,Adventure,N
Assassin's Creed IV: Black Flag -- Freedom Cry,Good,7.0,"Action, Adventure",N
Broken Age: Act 1,Amazing,9.5,Adventure,Y
Joe Danger Infinity,Great,8.6,Action,N
Nidhogg,Amazing,9.0,Fighting,Y
Continue?9876543210,Good,7.9,Adventure,N
The Banner Saga,Great,8.6,"Strategy, RPG",N
World of Warplanes,Good,7.8,Flight,N
Angry Birds Go!,Mediocre,5.0,"Racing, Action",N
Saint Seiya: Brave Soldiers,Mediocre,5.5,Fighting,N
Doki-Doki Universe,Good,7.0,Adventure,N
Assassin's Creed Pirates,Mediocre,5.5,Action,N
Air Conflicts: Vietnam,Awful,3.5,"Flight, Action",N
Don't Starve,Good,7.5,Adventure,N
Not the Robots,Okay,6.5,Action,N
Zumba Fitness World Party,Good,7.2,"Sports, Other",N
Dr. Luigi,Good,7.5,Puzzle,N
"Sorcery Saga: The Curse of the Great Curry God (Hot and Spicy, Everything Nicey Limited Edition)",Good,7.5,RPG,N
Sorcery Saga: The Curse of the Great Curry God,Good,7.5,RPG,N
Young Justice: Legacy,Bad,4.8,"Action, RPG",N
The Novelist,Okay,6.5,Puzzle,N
Peggle 2,Amazing,9.0,"Puzzle, Action",Y
Max: The Curse of Brotherhood,Okay,6.0,Action,N
NES Remix,Great,8.0,Party,N
Ravensword: Shadowlands,Mediocre,5.6,"Action, RPG",N
Borderlands 2: How Marcus Saved Mercenary Day,Good,7.3,"Shooter, RPG",N
Ys: Memories of Celceta,Good,7.5,"Action, RPG",N
The Room Two,Great,8.6,Puzzle,N
Republique -- Episode 1: Exordium,Great,8.5,Adventure,N
Rambo: The Video Game,Awful,3.0,Shooter,N
Banished,Great,8.3,Simulation,N
Tales of Symphonia Chronicles,Great,8.0,"Compilation, RPG",N
BandFuse: Rock Legends,Great,8.2,Music,N
Horizon,Okay,6.5,Strategy,N
The LEGO Movie Videogame,Okay,6.5,"Action, Adventure",N
Borderlands 2: Mad Moxxi and the Wedding Day Massacre,Mediocre,5.7,"Shooter, RPG",N
Lightning Returns: Final Fantasy XIII,Good,7.0,RPG,N
